#Name (cmd = mergePeaks pr.pd_hipp_gba1_vs_lrk/bg.clean.pos pr.pd_hipp_gba1_vs_lrk/target.clean..pos -d 200 -cobound 1 -prefix pr.pd_hipp_gba1_vs_lrk/0.499864938742579.2.tmp)	chr	start	end	strand	stat	stat2	pr.pd_hipp_gba1_vs_lrk/target.clean..pos
BG173593	chr2	25690074	25690367	+	0.000	0.000	13818
BG7300	chr1	39786148	39786939	+	0.000	0.000	925
BG7305	chr1	39809310	39809535	+	0.000	0.000	926
BG7308	chr1	39828301	39828551	+	0.000	0.000	927
BG7319	chr1	39878007	39878581	+	0.000	0.000	928
BG7320	chr1	39878600	39879244	+	0.000	0.000	929
BG7339	chr1	39953115	39953314	+	0.000	0.000	930
BG7352	chr1	40020759	40021007	+	0.000	0.000	931
BG7357	chr1	40046593	40046792	+	0.000	0.000	932
BG7361	chr1	40064869	40065068	+	0.000	0.000	933
BG7362	chr1	40067087	40067286	+	0.000	0.000	934
BG7372	chr1	40132783	40132982	+	0.000	0.000	935
BG7378	chr1	40186290	40186530	+	0.000	0.000	936
BG7379	chr1	40186540	40186945	+	0.000	0.000	937
BG7387	chr1	40239538	40239846	+	0.000	0.000	938
BG7389	chr1	40244675	40245311	+	0.000	0.000	939
BG7393	chr1	40294275	40294863	+	0.000	0.000	940
BG173610	chr2	25857170	25857369	+	0.000	0.000	13819
BG173634	chr2	25972140	25972364	+	0.000	0.000	13820
BG173635	chr2	25972571	25972770	+	0.000	0.000	13821
BG173640	chr2	25985003	25985257	+	0.000	0.000	13822
BG173645	chr2	25997797	25997996	+	0.000	0.000	13823
BG173650	chr2	26009367	26009610	+	0.000	0.000	13824
BG173655	chr2	26063138	26063337	+	0.000	0.000	13825
BG173664	chr2	26118758	26118957	+	0.000	0.000	13826
BG173669	chr2	26133009	26133208	+	0.000	0.000	13827
BG173673	chr2	26135486	26136343	+	0.000	0.000	13828
BG173694	chr2	26268260	26268952	+	0.000	0.000	13829
BG7428	chr1	40492446	40492645	+	0.000	0.000	941
BG7429	chr1	40493426	40494174	+	0.000	0.000	942
BG7434	chr1	40564559	40564839	+	0.000	0.000	943
BG7440	chr1	40593942	40594141	+	0.000	0.000	944
BG7450	chr1	40635632	40635934	+	0.000	0.000	945
BG7466	chr1	40678661	40679342	+	0.000	0.000	946
BG7478	chr1	40753677	40753904	+	0.000	0.000	947
BG173707	chr2	26345033	26345272	+	0.000	0.000	13830
BG173714	chr2	26395392	26395591	+	0.000	0.000	13831
BG173722	chr2	26438511	26438710	+	0.000	0.000	13832
BG173739	chr2	26509005	26510106	+	0.000	0.000	13833
BG173767	chr2	26686559	26686767	+	0.000	0.000	13834
BG173771	chr2	26707246	26707449	+	0.000	0.000	13835
BG173772	chr2	26711444	26711682	+	0.000	0.000	13836
BG173783	chr2	26754992	26755191	+	0.000	0.000	13837
BG173788	chr2	26770921	26771316	+	0.000	0.000	13838
BG173789	chr2	26771321	26771572	+	0.000	0.000	13839
BG7501	chr1	40802189	40802788	+	0.000	0.000	948
BG7507	chr1	40846786	40847033	+	0.000	0.000	949
BG7513	chr1	40861407	40861859	+	0.000	0.000	950
BG7517	chr1	40877769	40877985	+	0.000	0.000	951
BG7522	chr1	40915522	40915899	+	0.000	0.000	952
BG7529	chr1	40937423	40937649	+	0.000	0.000	953
BG7537	chr1	40972600	40972830	+	0.000	0.000	954
BG7541	chr1	40984079	40984289	+	0.000	0.000	955
BG7545	chr1	41019067	41019316	+	0.000	0.000	956
BG7547	chr1	41045541	41045740	+	0.000	0.000	957
BG7549	chr1	41053281	41053685	+	0.000	0.000	958
BG7551	chr1	41072024	41072617	+	0.000	0.000	959
BG7562	chr1	41125232	41125431	+	0.000	0.000	960
BG7567	chr1	41238246	41238448	+	0.000	0.000	961
BG7583	chr1	41315490	41315754	+	0.000	0.000	962
BG7585	chr1	41341707	41342390	+	0.000	0.000	963
BG7586	chr1	41342413	41342612	+	0.000	0.000	964
BG7591	chr1	41366813	41367012	+	0.000	0.000	965
BG7592	chr1	41371769	41372603	+	0.000	0.000	966
BG7593	chr1	41372620	41372833	+	0.000	0.000	967
BG173800	chr2	26842903	26843102	+	0.000	0.000	13840
BG173801	chr2	26843125	26843361	+	0.000	0.000	13841
BG173814	chr2	26864541	26865007	+	0.000	0.000	13842
BG173815	chr2	26865139	26865360	+	0.000	0.000	13843
BG173827	chr2	26892269	26892622	+	0.000	0.000	13844
BG173829	chr2	26894228	26894487	+	0.000	0.000	13845
BG173843	chr2	26932990	26933302	+	0.000	0.000	13846
BG173852	chr2	26952000	26952256	+	0.000	0.000	13847
BG173853	chr2	26952453	26952652	+	0.000	0.000	13848
BG173861	chr2	26982658	26982857	+	0.000	0.000	13849
BG173864	chr2	26988259	26988458	+	0.000	0.000	13850
BG173881	chr2	27041217	27042312	+	0.000	0.000	13851
BG173882	chr2	27042464	27042663	+	0.000	0.000	13852
BG7623	chr1	41514338	41514769	+	0.000	0.000	968
BG7685	chr1	41795443	41795665	+	0.000	0.000	969
BG7696	chr1	41853089	41853288	+	0.000	0.000	970
BG173908	chr2	27185737	27185982	+	0.000	0.000	13853
BG173929	chr2	27279718	27279940	+	0.000	0.000	13854
BG173934	chr2	27306712	27306960	+	0.000	0.000	13855
BG173936	chr2	27316697	27316997	+	0.000	0.000	13856
BG173937	chr2	27317055	27317564	+	0.000	0.000	13857
BG173945	chr2	27441269	27441599	+	0.000	0.000	13858
BG173955	chr2	27620878	27621077	+	0.000	0.000	13859
BG173958	chr2	27639502	27640191	+	0.000	0.000	13860
BG173959	chr2	27640207	27640490	+	0.000	0.000	13861
BG173961	chr2	27655284	27655483	+	0.000	0.000	13862
BG173984	chr2	27737955	27738333	+	0.000	0.000	13863
BG7718	chr1	41936139	41936600	+	0.000	0.000	971
BG7724	chr1	42000732	42001271	+	0.000	0.000	972
BG7742	chr1	42174397	42174606	+	0.000	0.000	973
BG7744	chr1	42186228	42186431	+	0.000	0.000	974
BG7746	chr1	42257998	42259395	+	0.000	0.000	975
BG7754	chr1	42314777	42314976	+	0.000	0.000	976
BG7759	chr1	42344343	42344575	+	0.000	0.000	977
BG7763	chr1	42359407	42360020	+	0.000	0.000	978
BG7764	chr1	42363602	42363840	+	0.000	0.000	979
BG7765	chr1	42364028	42364846	+	0.000	0.000	980
BG7769	chr1	42393558	42393944	+	0.000	0.000	981
BG7773	chr1	42418511	42418749	+	0.000	0.000	982
BG7783	chr1	42484422	42484696	+	0.000	0.000	983
BG7794	chr1	42742888	42743119	+	0.000	0.000	984
BG7804	chr1	42757657	42757856	+	0.000	0.000	985
BG7816	chr1	42788523	42788768	+	0.000	0.000	986
BG7819	chr1	42837830	42838029	+	0.000	0.000	987
BG7821	chr1	42838528	42838794	+	0.000	0.000	988
BG7842	chr1	42946991	42947423	+	0.000	0.000	989
BG7853	chr1	43021632	43022450	+	0.000	0.000	990
BG7866	chr1	43206586	43207140	+	0.000	0.000	991
BG7873	chr1	43272119	43272793	+	0.000	0.000	992
BG7874	chr1	43272856	43273159	+	0.000	0.000	993
BG7876	chr1	43288128	43288429	+	0.000	0.000	994
BG7878	chr1	43293133	43294680	+	0.000	0.000	995
BG7879	chr1	43294715	43295713	+	0.000	0.000	996
BG7883	chr1	43304286	43304485	+	0.000	0.000	997
BG7891	chr1	43345286	43345513	+	0.000	0.000	998
BG7906	chr1	43435752	43436095	+	0.000	0.000	999
BG7908	chr1	43440780	43440995	+	0.000	0.000	1000
BG7923	chr1	43545811	43546051	+	0.000	0.000	1001
BG7926	chr1	43548345	43548544	+	0.000	0.000	1002
BG7938	chr1	43580747	43580946	+	0.000	0.000	1003
BG7940	chr1	43581328	43581527	+	0.000	0.000	1004
BG7946	chr1	43614853	43615470	+	0.000	0.000	1005
BG7963	chr1	43686664	43686863	+	0.000	0.000	1006
BG7969	chr1	43705491	43705690	+	0.000	0.000	1007
BG7973	chr1	43715717	43715916	+	0.000	0.000	1008
BG7974	chr1	43716188	43716982	+	0.000	0.000	1009
BG7976	chr1	43730170	43730382	+	0.000	0.000	1010
BG7983	chr1	43834940	43835139	+	0.000	0.000	1011
BG7994	chr1	43863254	43863455	+	0.000	0.000	1012
BG20003	chr1	161266361	161266568	+	0.000	0.000	1881
BG20004	chr1	161266677	161267265	+	0.000	0.000	1882
BG20024	chr1	161359689	161360014	+	0.000	0.000	1883
BG20032	chr1	161390964	161391163	+	0.000	0.000	1884
BG20035	chr1	161428037	161428236	+	0.000	0.000	1885
BG20041	chr1	161492474	161493320	+	0.000	0.000	1886
BG20042	chr1	161493375	161493768	+	0.000	0.000	1887
BG20052	chr1	161512740	161513444	+	0.000	0.000	1888
BG20054	chr1	161523020	161523238	+	0.000	0.000	1889
BG20100	chr1	161864651	161865315	+	0.000	0.000	1890
BG20121	chr1	161994802	161995463	+	0.000	0.000	1891
BG20148	chr1	162094503	162094702	+	0.000	0.000	1892
BG20230	chr1	162541942	162542141	+	0.000	0.000	1893
BG20267	chr1	162822092	162822309	+	0.000	0.000	1894
BG20304	chr1	163029213	163029887	+	0.000	0.000	1895
BG20305	chr1	163032028	163032418	+	0.000	0.000	1896
BG20306	chr1	163048003	163048202	+	0.000	0.000	1897
BG20314	chr1	163066259	163066458	+	0.000	0.000	1898
BG20318	chr1	163071534	163071733	+	0.000	0.000	1899
BG20328	chr1	163168136	163168396	+	0.000	0.000	1900
BG20347	chr1	163364734	163364964	+	0.000	0.000	1901
BG20348	chr1	163365010	163365230	+	0.000	0.000	1902
BG20362	chr1	163426278	163426477	+	0.000	0.000	1903
BG202013	chr2	241087611	241087810	+	0.000	0.000	15648
BG202014	chr2	241087976	241088237	+	0.000	0.000	15649
BG202015	chr2	241088325	241088612	+	0.000	0.000	15650
BG202017	chr2	241092073	241092311	+	0.000	0.000	15651
BG202023	chr2	241132622	241132821	+	0.000	0.000	15652
BG202024	chr2	241133001	241133319	+	0.000	0.000	15653
BG202053	chr2	241226716	241227650	+	0.000	0.000	15654
BG202065	chr2	241258786	241259934	+	0.000	0.000	15655
BG202069	chr2	241279824	241280023	+	0.000	0.000	15656
BG202070	chr2	241282472	241282884	+	0.000	0.000	15657
BG20401	chr1	163891581	163891780	+	0.000	0.000	1904
BG20422	chr1	164515747	164515968	+	0.000	0.000	1905
BG20445	chr1	164599521	164599720	+	0.000	0.000	1906
BG20452	chr1	164618235	164618443	+	0.000	0.000	1907
BG20467	chr1	164636792	164636991	+	0.000	0.000	1908
BG202102	chr2	241410375	241410630	+	0.000	0.000	15658
BG202105	chr2	241413996	241414216	+	0.000	0.000	15659
BG202106	chr2	241414224	241414450	+	0.000	0.000	15660
BG202121	chr2	241515947	241516146	+	0.000	0.000	15661
BG202141	chr2	241615757	241615956	+	0.000	0.000	15662
BG202165	chr2	241732426	241732884	+	0.000	0.000	15663
BG202192	chr2	241887957	241888161	+	0.000	0.000	15664
BG202198	chr2	241922471	241922852	+	0.000	0.000	15665
BG202199	chr2	241922900	241923139	+	0.000	0.000	15666
BG20521	chr1	164806727	164806935	+	0.000	0.000	1909
BG20530	chr1	164848921	164849207	+	0.000	0.000	1910
BG20550	chr1	165068815	165069058	+	0.000	0.000	1911
BG20553	chr1	165070767	165070973	+	0.000	0.000	1912
BG20565	chr1	165174443	165174642	+	0.000	0.000	1913
BG20566	chr1	165174669	165174868	+	0.000	0.000	1914
BG202202	chr2	241932566	241933494	+	0.000	0.000	15667
BG202203	chr2	241933655	241933954	+	0.000	0.000	15668
BG202210	chr2	241968381	241968646	+	0.000	0.000	15669
BG202212	chr2	242020171	242020935	+	0.000	0.000	15670
BG202215	chr2	242037815	242038747	+	0.000	0.000	15671
BG202216	chr2	242043141	242044933	+	0.000	0.000	15672
BG202218	chr2	242069884	242071693	+	0.000	0.000	15673
BG202219	chr2	242071698	242072003	+	0.000	0.000	15674
BG202220	chr2	242085588	242086756	+	0.000	0.000	15675
BG202221	chr2	242086994	242087193	+	0.000	0.000	15676
BG202222	chr2	242087847	242088780	+	0.000	0.000	15677
BG202223	chr2	242088782	242089184	+	0.000	0.000	15678
BG202231	chr20	237576	237824	+	0.000	0.000	15679
BG202236	chr20	279043	279561	+	0.000	0.000	15680
BG202239	chr20	296879	297128	+	0.000	0.000	15681
BG202268	chr20	419591	419825	+	0.000	0.000	15682
BG202270	chr20	423307	423525	+	0.000	0.000	15683
BG202298	chr20	642512	642802	+	0.000	0.000	15684
BG20611	chr1	165482266	165482488	+	0.000	0.000	1915
BG20660	chr1	165854722	165854937	+	0.000	0.000	1916
BG20670	chr1	165885548	165885747	+	0.000	0.000	1917
BG202347	chr20	965420	966434	+	0.000	0.000	15685
BG202352	chr20	1002209	1002438	+	0.000	0.000	15686
BG202353	chr20	1002648	1002861	+	0.000	0.000	15687
BG202354	chr20	1005447	1005933	+	0.000	0.000	15688
BG202355	chr20	1005990	1006189	+	0.000	0.000	15689
BG202359	chr20	1034035	1034234	+	0.000	0.000	15690
BG202376	chr20	1163210	1163441	+	0.000	0.000	15691
BG202380	chr20	1190815	1191338	+	0.000	0.000	15692
BG202389	chr20	1216684	1217139	+	0.000	0.000	15693
BG20729	chr1	166283295	166283494	+	0.000	0.000	1918
BG301017	chr6	36608742	36608971	+	0.000	0.000	22307
BG301034	chr6	36660888	36661095	+	0.000	0.000	22308
BG20780	chr1	166916004	166916217	+	0.000	0.000	1919
BG301043	chr6	36735047	36736082	+	0.000	0.000	22309
BG301045	chr6	36745541	36745862	+	0.000	0.000	22310
BG301046	chr6	36745890	36746623	+	0.000	0.000	22311
BG20791	chr1	166938366	166938640	+	0.000	0.000	1920
BG301060	chr6	36770188	36770431	+	0.000	0.000	22312
BG301079	chr6	36810041	36810246	+	0.000	0.000	22313
BG301086	chr6	36824209	36824408	+	0.000	0.000	22314
BG301093	chr6	36836204	36836437	+	0.000	0.000	22315
BG202403	chr20	1287945	1288144	+	0.000	0.000	15694
BG202430	chr20	1423660	1424097	+	0.000	0.000	15695
BG202431	chr20	1424106	1424336	+	0.000	0.000	15696
BG202440	chr20	1533165	1533997	+	0.000	0.000	15697
BG202451	chr20	1671104	1672260	+	0.000	0.000	15698
BG202452	chr20	1672294	1672766	+	0.000	0.000	15699
BG202453	chr20	1672778	1673049	+	0.000	0.000	15700
BG202455	chr20	1711820	1712161	+	0.000	0.000	15701
BG202457	chr20	1718279	1719354	+	0.000	0.000	15702
BG202497	chr20	1871748	1872273	+	0.000	0.000	15703
BG20822	chr1	167150365	167150824	+	0.000	0.000	1921
BG20849	chr1	167295720	167295933	+	0.000	0.000	1922
BG20857	chr1	167371077	167371305	+	0.000	0.000	1923
BG301118	chr6	36907305	36907589	+	0.000	0.000	22316
BG301122	chr6	36913142	36913341	+	0.000	0.000	22317
BG301134	chr6	36940662	36941044	+	0.000	0.000	22318
BG301137	chr6	36948761	36948960	+	0.000	0.000	22319
BG20885	chr1	167495284	167495483	+	0.000	0.000	1924
BG301143	chr6	36967292	36967633	+	0.000	0.000	22320
BG301144	chr6	36967788	36968047	+	0.000	0.000	22321
BG301167	chr6	37060228	37060427	+	0.000	0.000	22322
BG301173	chr6	37087484	37088335	+	0.000	0.000	22323
BG301194	chr6	37244710	37245340	+	0.000	0.000	22324
BG301198	chr6	37272535	37272734	+	0.000	0.000	22325
BG202513	chr20	1909236	1909439	+	0.000	0.000	15704
BG202517	chr20	1915063	1915262	+	0.000	0.000	15705
BG202527	chr20	1941284	1941644	+	0.000	0.000	15706
BG202528	chr20	1945023	1945298	+	0.000	0.000	15707
BG202535	chr20	1979258	1979457	+	0.000	0.000	15708
BG202571	chr20	2132128	2132335	+	0.000	0.000	15709
BG202586	chr20	2178243	2178442	+	0.000	0.000	15710
BG202592	chr20	2211203	2211442	+	0.000	0.000	15711
BG20919	chr1	167631053	167631272	+	0.000	0.000	1925
BG20936	chr1	167674476	167674728	+	0.000	0.000	1926
BG20941	chr1	167681726	167682025	+	0.000	0.000	1927
BG20947	chr1	167708482	167708681	+	0.000	0.000	1928
BG301202	chr6	37286109	37286308	+	0.000	0.000	22326
BG301212	chr6	37324148	37324499	+	0.000	0.000	22327
BG301236	chr6	37473747	37474051	+	0.000	0.000	22328
BG301255	chr6	37583320	37583519	+	0.000	0.000	22329
BG301261	chr6	37618946	37619145	+	0.000	0.000	22330
BG301262	chr6	37619180	37619408	+	0.000	0.000	22331
BG301299	chr6	37726001	37726383	+	0.000	0.000	22332
BG202627	chr20	2485731	2485983	+	0.000	0.000	15712
BG202629	chr20	2496703	2496927	+	0.000	0.000	15713
BG202637	chr20	2535499	2535742	+	0.000	0.000	15714
BG202681	chr20	2902327	2902687	+	0.000	0.000	15715
BG202688	chr20	2931751	2931950	+	0.000	0.000	15716
BG301315	chr6	37878122	37878325	+	0.000	0.000	22333
BG301318	chr6	37889546	37889754	+	0.000	0.000	22334
BG301325	chr6	37920984	37921183	+	0.000	0.000	22335
BG301326	chr6	37940522	37940761	+	0.000	0.000	22336
BG301346	chr6	38054964	38055163	+	0.000	0.000	22337
BG301349	chr6	38058112	38058345	+	0.000	0.000	22338
BG301359	chr6	38084817	38085016	+	0.000	0.000	22339
BG301361	chr6	38088055	38089540	+	0.000	0.000	22340
BG202709	chr20	3066657	3066856	+	0.000	0.000	15717
BG202726	chr20	3138076	3138340	+	0.000	0.000	15718
BG202736	chr20	3164112	3164311	+	0.000	0.000	15719
BG202750	chr20	3227241	3227440	+	0.000	0.000	15720
BG202754	chr20	3239920	3240119	+	0.000	0.000	15721
BG202789	chr20	3371820	3372043	+	0.000	0.000	15722
BG301406	chr6	38221038	38221289	+	0.000	0.000	22341
BG301409	chr6	38240103	38240310	+	0.000	0.000	22342
BG301412	chr6	38264085	38264286	+	0.000	0.000	22343
BG301421	chr6	38306475	38306938	+	0.000	0.000	22344
BG301435	chr6	38338592	38338791	+	0.000	0.000	22345
BG301444	chr6	38359528	38359748	+	0.000	0.000	22346
BG301448	chr6	38383920	38384119	+	0.000	0.000	22347
BG301469	chr6	38484737	38484972	+	0.000	0.000	22348
BG202847	chr20	3745127	3745326	+	0.000	0.000	15723
BG202850	chr20	3752902	3753101	+	0.000	0.000	15724
BG202861	chr20	3786682	3787036	+	0.000	0.000	15725
BG202870	chr20	3820353	3820608	+	0.000	0.000	15726
BG202872	chr20	3824723	3824976	+	0.000	0.000	15727
BG38087	chr10	35912665	35913146	+	0.000	0.000	3004
BG202883	chr20	3900148	3900358	+	0.000	0.000	15728
BG202884	chr20	3900361	3900608	+	0.000	0.000	15729
BG202888	chr20	3916821	3917020	+	0.000	0.000	15730
BG38093	chr10	36075761	36075960	+	0.000	0.000	3005
BG38096	chr10	36087384	36087583	+	0.000	0.000	3006
BG301502	chr6	38589040	38589298	+	0.000	0.000	22349
BG301522	chr6	38703367	38703686	+	0.000	0.000	22350
BG301524	chr6	38714558	38715018	+	0.000	0.000	22351
BG301526	chr6	38730257	38730495	+	0.000	0.000	22352
BG301527	chr6	38730500	38731026	+	0.000	0.000	22353
BG301538	chr6	38876480	38876862	+	0.000	0.000	22354
BG301561	chr6	39193148	39193397	+	0.000	0.000	22355
BG301587	chr6	39396946	39397167	+	0.000	0.000	22356
BG301598	chr6	39431970	39432212	+	0.000	0.000	22357
BG38109	chr10	36492693	36492892	+	0.000	0.000	3007
BG38111	chr10	36493198	36493397	+	0.000	0.000	3008
BG38115	chr10	36553755	36553954	+	0.000	0.000	3009
BG38116	chr10	36554427	36554626	+	0.000	0.000	3010
BG202912	chr20	4041442	4041904	+	0.000	0.000	15731
BG202928	chr20	4102370	4102592	+	0.000	0.000	15732
BG38134	chr10	36705812	36706041	+	0.000	0.000	3011
BG38135	chr10	36706111	36706520	+	0.000	0.000	3012
BG202931	chr20	4135200	4136203	+	0.000	0.000	15733
BG202937	chr20	4154580	4154865	+	0.000	0.000	15734
BG38145	chr10	36880985	36881207	+	0.000	0.000	3013
BG202947	chr20	4180043	4180242	+	0.000	0.000	15735
BG202949	chr20	4180710	4180909	+	0.000	0.000	15736
BG38165	chr10	37225499	37225823	+	0.000	0.000	3014
BG38166	chr10	37225887	37226086	+	0.000	0.000	3015
BG202965	chr20	4304095	4304562	+	0.000	0.000	15737
BG202968	chr20	4406256	4406963	+	0.000	0.000	15738
BG202989	chr20	4603674	4603906	+	0.000	0.000	15739
BG202990	chr20	4603910	4604129	+	0.000	0.000	15740
BG202991	chr20	4604223	4604422	+	0.000	0.000	15741
BG202993	chr20	4608106	4608305	+	0.000	0.000	15742
BG301616	chr6	39583394	39583593	+	0.000	0.000	22358
BG301623	chr6	39617636	39617868	+	0.000	0.000	22359
BG301632	chr6	39666262	39666735	+	0.000	0.000	22360
BG301633	chr6	39666779	39666978	+	0.000	0.000	22361
BG301634	chr6	39666984	39667562	+	0.000	0.000	22362
BG301635	chr6	39681581	39681826	+	0.000	0.000	22363
BG301638	chr6	39685250	39685454	+	0.000	0.000	22364
BG301639	chr6	39685467	39685666	+	0.000	0.000	22365
BG301640	chr6	39686560	39687296	+	0.000	0.000	22366
BG301641	chr6	39687404	39688452	+	0.000	0.000	22367
BG301644	chr6	39707806	39708615	+	0.000	0.000	22368
BG301645	chr6	39713708	39714802	+	0.000	0.000	22369
BG301646	chr6	39714808	39716049	+	0.000	0.000	22370
BG301649	chr6	39754056	39754255	+	0.000	0.000	22371
BG301651	chr6	39768552	39769826	+	0.000	0.000	22372
BG301652	chr6	39769863	39770129	+	0.000	0.000	22373
BG301653	chr6	39770272	39771312	+	0.000	0.000	22374
BG301659	chr6	39800173	39800372	+	0.000	0.000	22375
BG301660	chr6	39800465	39800702	+	0.000	0.000	22376
BG301669	chr6	39813560	39813759	+	0.000	0.000	22377
BG301676	chr6	39833795	39835152	+	0.000	0.000	22378
BG301694	chr6	39923388	39923784	+	0.000	0.000	22379
BG301695	chr6	39923792	39924021	+	0.000	0.000	22380
BG38271	chr10	42934126	42934346	+	0.000	0.000	3016
BG38274	chr10	42954741	42954950	+	0.000	0.000	3017
BG38286	chr10	43121049	43121248	+	0.000	0.000	3018
BG301725	chr6	40313096	40313341	+	0.000	0.000	22381
BG301729	chr6	40330090	40330505	+	0.000	0.000	22382
BG301739	chr6	40343740	40343943	+	0.000	0.000	22383
BG301783	chr6	40520565	40520802	+	0.000	0.000	22384
BG301788	chr6	40539911	40540110	+	0.000	0.000	22385
BG38331	chr10	43249480	43249754	+	0.000	0.000	3019
BG38333	chr10	43250400	43250634	+	0.000	0.000	3020
BG38364	chr10	43348107	43348324	+	0.000	0.000	3021
BG38369	chr10	43353628	43354026	+	0.000	0.000	3022
BG38370	chr10	43354044	43354243	+	0.000	0.000	3023
BG38371	chr10	43354343	43354598	+	0.000	0.000	3024
BG301810	chr6	40678821	40679024	+	0.000	0.000	22386
BG301811	chr6	40679057	40679281	+	0.000	0.000	22387
BG301834	chr6	40806658	40806857	+	0.000	0.000	22388
BG301838	chr6	40874643	40874856	+	0.000	0.000	22389
BG301843	chr6	40900685	40901190	+	0.000	0.000	22390
BG301845	chr6	40903459	40903951	+	0.000	0.000	22391
BG301849	chr6	40937089	40937338	+	0.000	0.000	22392
BG301866	chr6	41092125	41092354	+	0.000	0.000	22393
BG301879	chr6	41288099	41288338	+	0.000	0.000	22394
BG301889	chr6	41373642	41374063	+	0.000	0.000	22395
BG301890	chr6	41374222	41374861	+	0.000	0.000	22396
BG38402	chr10	43550583	43551131	+	0.000	0.000	3025
BG38485	chr10	44294813	44295408	+	0.000	0.000	3026
BG38487	chr10	44295921	44296189	+	0.000	0.000	3027
BG38496	chr10	44344348	44344598	+	0.000	0.000	3028
BG301910	chr6	41531933	41532132	+	0.000	0.000	22397
BG301914	chr6	41560438	41560665	+	0.000	0.000	22398
BG301919	chr6	41578704	41579148	+	0.000	0.000	22399
BG301934	chr6	41688650	41688868	+	0.000	0.000	22400
BG301936	chr6	41693026	41693225	+	0.000	0.000	22401
BG301938	chr6	41695893	41696123	+	0.000	0.000	22402
BG301939	chr6	41700757	41701035	+	0.000	0.000	22403
BG301940	chr6	41704108	41704333	+	0.000	0.000	22404
BG301943	chr6	41705639	41706228	+	0.000	0.000	22405
BG301947	chr6	41707520	41707719	+	0.000	0.000	22406
BG301952	chr6	41729002	41729201	+	0.000	0.000	22407
BG301953	chr6	41730662	41730878	+	0.000	0.000	22408
BG301964	chr6	41779255	41779454	+	0.000	0.000	22409
BG301973	chr6	41814680	41814884	+	0.000	0.000	22410
BG38512	chr10	44478981	44479364	+	0.000	0.000	3029
BG38573	chr10	44964629	44965079	+	0.000	0.000	3030
BG38576	chr10	44973723	44973922	+	0.000	0.000	3031
BG38589	chr10	45063680	45063879	+	0.000	0.000	3032
BG38594	chr10	45092047	45092246	+	0.000	0.000	3033
BG38595	chr10	45211423	45211622	+	0.000	0.000	3034
BG38631	chr10	45466915	45467114	+	0.000	0.000	3035
BG38641	chr10	45526670	45526909	+	0.000	0.000	3036
BG38648	chr10	45556921	45557120	+	0.000	0.000	3037
