#Name (cmd = mergePeaks pr.diff_pd_hipp_lrrk_vs_ctrl/bg.clean.pos pr.diff_pd_hipp_lrrk_vs_ctrl/target.clean..pos -d 200 -cobound 1 -prefix pr.diff_pd_hipp_lrrk_vs_ctrl/0.288842263006703.2.tmp)	chr	start	end	strand	stat	stat2	pr.diff_pd_hipp_lrrk_vs_ctrl/target.clean..pos
BG200313	chr2	232574757	232574965	+	0.000	0.000	15019
BG200324	chr2	232626251	232626613	+	0.000	0.000	15020
BG200325	chr2	232626648	232627119	+	0.000	0.000	15021
BG200326	chr2	232628482	232628703	+	0.000	0.000	15022
BG200327	chr2	232628817	232629141	+	0.000	0.000	15023
BG200328	chr2	232629176	232629428	+	0.000	0.000	15024
BG200331	chr2	232634912	232635140	+	0.000	0.000	15025
BG200355	chr2	232787874	232788108	+	0.000	0.000	15026
BG200379	chr2	232871341	232871540	+	0.000	0.000	15027
BG200387	chr2	232887956	232888168	+	0.000	0.000	15028
BG200389	chr2	232893915	232894143	+	0.000	0.000	15029
BG200393	chr2	232898153	232898461	+	0.000	0.000	15030
BG200401	chr2	232920182	232920381	+	0.000	0.000	15031
BG200413	chr2	232934216	232934647	+	0.000	0.000	15032
BG200415	chr2	232941385	232941835	+	0.000	0.000	15033
BG200418	chr2	232943208	232943450	+	0.000	0.000	15034
BG200428	chr2	232979263	232980643	+	0.000	0.000	15035
BG200441	chr2	233029845	233030054	+	0.000	0.000	15036
BG200450	chr2	233048241	233048495	+	0.000	0.000	15037
BG200456	chr2	233054237	233054609	+	0.000	0.000	15038
BG200462	chr2	233080239	233080438	+	0.000	0.000	15039
BG200463	chr2	233080603	233080802	+	0.000	0.000	15040
BG200464	chr2	233081576	233081784	+	0.000	0.000	15041
BG200465	chr2	233081913	233082112	+	0.000	0.000	15042
BG200469	chr2	233115818	233116017	+	0.000	0.000	15043
BG200471	chr2	233117963	233118162	+	0.000	0.000	15044
BG200485	chr2	233179704	233179995	+	0.000	0.000	15045
BG200497	chr2	233247419	233247670	+	0.000	0.000	15046
BG200500	chr2	233252586	233252785	+	0.000	0.000	15047
BG200507	chr2	233286440	233286647	+	0.000	0.000	15048
BG200513	chr2	233318401	233320180	+	0.000	0.000	15049
BG200517	chr2	233347268	233347556	+	0.000	0.000	15050
BG200520	chr2	233349500	233349704	+	0.000	0.000	15051
BG200523	chr2	233354604	233354812	+	0.000	0.000	15052
BG200563	chr2	233500783	233501000	+	0.000	0.000	15053
BG200572	chr2	233700203	233700578	+	0.000	0.000	15054
BG200577	chr2	233801151	233801361	+	0.000	0.000	15055
BG200597	chr2	233977057	233977354	+	0.000	0.000	15056
BG200598	chr2	233977389	233977588	+	0.000	0.000	15057
BG200603	chr2	234004286	234004528	+	0.000	0.000	15058
BG200604	chr2	234075018	234075257	+	0.000	0.000	15059
BG200610	chr2	234091715	234091914	+	0.000	0.000	15060
BG200614	chr2	234131157	234131484	+	0.000	0.000	15061
BG200636	chr2	234369093	234369292	+	0.000	0.000	15062
BG200649	chr2	234456809	234457255	+	0.000	0.000	15063
BG200659	chr2	234500760	234500959	+	0.000	0.000	15064
BG200660	chr2	234513428	234513627	+	0.000	0.000	15065
BG200662	chr2	234536044	234536445	+	0.000	0.000	15066
BG200665	chr2	234549119	234549402	+	0.000	0.000	15067
BG200669	chr2	234629632	234629867	+	0.000	0.000	15068
BG200677	chr2	234735662	234736462	+	0.000	0.000	15069
BG200695	chr2	234881704	234881972	+	0.000	0.000	15070
BG200696	chr2	234881992	234882679	+	0.000	0.000	15071
BG200697	chr2	234884733	234884932	+	0.000	0.000	15072
BG200700	chr2	234913144	234913749	+	0.000	0.000	15073
BG200701	chr2	234913829	234914413	+	0.000	0.000	15074
BG200704	chr2	234917321	234917713	+	0.000	0.000	15075
BG200705	chr2	234917735	234917963	+	0.000	0.000	15076
BG200707	chr2	234940079	234940751	+	0.000	0.000	15077
BG200711	chr2	234953610	234953902	+	0.000	0.000	15078
BG200733	chr2	235027296	235027520	+	0.000	0.000	15079
BG200754	chr2	235141075	235141319	+	0.000	0.000	15080
BG200760	chr2	235148407	235149449	+	0.000	0.000	15081
BG200788	chr2	235331095	235331322	+	0.000	0.000	15082
BG200793	chr2	235360694	235361369	+	0.000	0.000	15083
BG36003	chr10	21524940	21525160	+	0.000	0.000	2834
BG36017	chr10	21687299	21687521	+	0.000	0.000	2835
BG200829	chr2	235508446	235508701	+	0.000	0.000	15084
BG200832	chr2	235523948	235524147	+	0.000	0.000	15085
BG200862	chr2	235617587	235617788	+	0.000	0.000	15086
BG200863	chr2	235617871	235618172	+	0.000	0.000	15087
BG200864	chr2	235619615	235619814	+	0.000	0.000	15088
BG200866	chr2	235620022	235620221	+	0.000	0.000	15089
BG200871	chr2	235623431	235623644	+	0.000	0.000	15090
BG200875	chr2	235634826	235635055	+	0.000	0.000	15091
BG200894	chr2	235676971	235677199	+	0.000	0.000	15092
BG200902	chr2	235691472	235691671	+	0.000	0.000	15093
BG200914	chr2	235719090	235719505	+	0.000	0.000	15094
BG200945	chr2	235849576	235849775	+	0.000	0.000	15095
BG200953	chr2	235864810	235865009	+	0.000	0.000	15096
BG200954	chr2	235865175	235865409	+	0.000	0.000	15097
BG200959	chr2	235893618	235893996	+	0.000	0.000	15098
BG200960	chr2	235917512	235917777	+	0.000	0.000	15099
BG36173	chr10	22642071	22642303	+	0.000	0.000	2836
BG36197	chr10	22711951	22712166	+	0.000	0.000	2837
BG200998	chr2	236050173	236050417	+	0.000	0.000	15100
BG36217	chr10	22823097	22823302	+	0.000	0.000	2838
BG36220	chr10	22832997	22833197	+	0.000	0.000	2839
BG36225	chr10	22851296	22851495	+	0.000	0.000	2840
BG36227	chr10	22873379	22873578	+	0.000	0.000	2841
BG36238	chr10	22932702	22932901	+	0.000	0.000	2842
BG36271	chr10	23045974	23046402	+	0.000	0.000	2843
BG36272	chr10	23046413	23046752	+	0.000	0.000	2844
BG36291	chr10	23170119	23170392	+	0.000	0.000	2845
BG36293	chr10	23172869	23173114	+	0.000	0.000	2846
BG36321	chr10	23412518	23412747	+	0.000	0.000	2847
BG36324	chr10	23421829	23422057	+	0.000	0.000	2848
BG36327	chr10	23459379	23459578	+	0.000	0.000	2849
BG36341	chr10	23557704	23557903	+	0.000	0.000	2850
BG36342	chr10	23630419	23630669	+	0.000	0.000	2851
BG36347	chr10	23692542	23693079	+	0.000	0.000	2852
BG36354	chr10	23722904	23723456	+	0.000	0.000	2853
BG36355	chr10	23723459	23724240	+	0.000	0.000	2854
BG36395	chr10	24046856	24047320	+	0.000	0.000	2855
BG218000	chr22	27134459	27134682	+	0.000	0.000	16531
BG218008	chr22	27149881	27150091	+	0.000	0.000	16532
BG218011	chr22	27195186	27195397	+	0.000	0.000	16533
BG218013	chr22	27220151	27221208	+	0.000	0.000	16534
BG218016	chr22	27230915	27231962	+	0.000	0.000	16535
BG218017	chr22	27231977	27232366	+	0.000	0.000	16536
BG218023	chr22	27284382	27285418	+	0.000	0.000	16537
BG218025	chr22	27299087	27299694	+	0.000	0.000	16538
BG218027	chr22	27312204	27312565	+	0.000	0.000	16539
BG218055	chr22	27399524	27400114	+	0.000	0.000	16540
BG218061	chr22	27433925	27434124	+	0.000	0.000	16541
BG218092	chr22	27674298	27674592	+	0.000	0.000	16542
BG218095	chr22	27714726	27715054	+	0.000	0.000	16543
BG218096	chr22	27715090	27715925	+	0.000	0.000	16544
BG218098	chr22	27718233	27718903	+	0.000	0.000	16545
BG36462	chr10	24503712	24503950	+	0.000	0.000	2856
BG36473	chr10	24529129	24529421	+	0.000	0.000	2857
BG218101	chr22	27726642	27726918	+	0.000	0.000	16546
BG218102	chr22	27726992	27727300	+	0.000	0.000	16547
BG218105	chr22	27749448	27749655	+	0.000	0.000	16548
BG218110	chr22	27755945	27756535	+	0.000	0.000	16549
BG218111	chr22	27756546	27756745	+	0.000	0.000	16550
BG218112	chr22	27756783	27756997	+	0.000	0.000	16551
BG218113	chr22	27757048	27757247	+	0.000	0.000	16552
BG218114	chr22	27757405	27757648	+	0.000	0.000	16553
BG218119	chr22	27768289	27768647	+	0.000	0.000	16554
BG218120	chr22	27772077	27772305	+	0.000	0.000	16555
BG218121	chr22	27777909	27778387	+	0.000	0.000	16556
BG218122	chr22	27778396	27778642	+	0.000	0.000	16557
BG218124	chr22	27784124	27784334	+	0.000	0.000	16558
BG218130	chr22	27790699	27791087	+	0.000	0.000	16559
BG218144	chr22	27852411	27852642	+	0.000	0.000	16560
BG218166	chr22	27986899	27987098	+	0.000	0.000	16561
BG218170	chr22	28002456	28002655	+	0.000	0.000	16562
BG218174	chr22	28021487	28021686	+	0.000	0.000	16563
BG218180	chr22	28051608	28052041	+	0.000	0.000	16564
BG218191	chr22	28124325	28125147	+	0.000	0.000	16565
BG36535	chr10	24806066	24806822	+	0.000	0.000	2858
BG36545	chr10	24825608	24825812	+	0.000	0.000	2859
BG36562	chr10	24894692	24894914	+	0.000	0.000	2860
BG36588	chr10	24970120	24970336	+	0.000	0.000	2861
BG36591	chr10	24975069	24975268	+	0.000	0.000	2862
BG218201	chr22	28203166	28203925	+	0.000	0.000	16566
BG218202	chr22	28203961	28204644	+	0.000	0.000	16567
BG218208	chr22	28253312	28253529	+	0.000	0.000	16568
BG218212	chr22	28268934	28269133	+	0.000	0.000	16569
BG218226	chr22	28373646	28373893	+	0.000	0.000	16570
BG218234	chr22	28398458	28398703	+	0.000	0.000	16571
BG218239	chr22	28429113	28429484	+	0.000	0.000	16572
BG218248	chr22	28454372	28454976	+	0.000	0.000	16573
BG218255	chr22	28594362	28594776	+	0.000	0.000	16574
BG218261	chr22	28655834	28656276	+	0.000	0.000	16575
BG218267	chr22	28749181	28749399	+	0.000	0.000	16576
BG218293	chr22	28904110	28904309	+	0.000	0.000	16577
BG36663	chr10	25365418	25365642	+	0.000	0.000	2863
BG36664	chr10	25381539	25381738	+	0.000	0.000	2864
BG36697	chr10	25497427	25497632	+	0.000	0.000	2865
BG218313	chr22	28976628	28976896	+	0.000	0.000	16578
BG218318	chr22	28982888	28983087	+	0.000	0.000	16579
BG218341	chr22	29061902	29062133	+	0.000	0.000	16580
BG218343	chr22	29071261	29071681	+	0.000	0.000	16581
BG218352	chr22	29103277	29103476	+	0.000	0.000	16582
BG218355	chr22	29113408	29113789	+	0.000	0.000	16583
BG218364	chr22	29150138	29150582	+	0.000	0.000	16584
BG218395	chr22	29314659	29314858	+	0.000	0.000	16585
BG71016	chr12	502751	504172	+	0.000	0.000	5264
BG71019	chr12	518593	518797	+	0.000	0.000	5265
BG71020	chr12	518808	519261	+	0.000	0.000	5266
BG71024	chr12	532263	532462	+	0.000	0.000	5267
BG71051	chr12	610213	610572	+	0.000	0.000	5268
BG71053	chr12	617368	617567	+	0.000	0.000	5269
BG71054	chr12	617583	617804	+	0.000	0.000	5270
BG36731	chr10	25641256	25641616	+	0.000	0.000	2866
BG36739	chr10	25666043	25666663	+	0.000	0.000	2867
BG36740	chr10	25675018	25675493	+	0.000	0.000	2868
BG317008	chr6	160967225	160967431	+	0.000	0.000	22532
BG71080	chr12	718810	719976	+	0.000	0.000	5271
BG71084	chr12	738539	738738	+	0.000	0.000	5272
BG36751	chr10	25760856	25761085	+	0.000	0.000	2869
BG71086	chr12	750466	750665	+	0.000	0.000	5273
BG71088	chr12	752266	752688	+	0.000	0.000	5274
BG317011	chr6	160974521	160974720	+	0.000	0.000	22533
BG317017	chr6	161011775	161011974	+	0.000	0.000	22534
BG317020	chr6	161038150	161038395	+	0.000	0.000	22535
BG317025	chr6	161078332	161078557	+	0.000	0.000	22536
BG317027	chr6	161080352	161080631	+	0.000	0.000	22537
BG36794	chr10	26014774	26015154	+	0.000	0.000	2870
BG36795	chr10	26015184	26015433	+	0.000	0.000	2871
BG317063	chr6	161169684	161169893	+	0.000	0.000	22538
BG317067	chr6	161180867	161181158	+	0.000	0.000	22539
BG317069	chr6	161182558	161182922	+	0.000	0.000	22540
BG218407	chr22	29344287	29344486	+	0.000	0.000	16586
BG218410	chr22	29359162	29359532	+	0.000	0.000	16587
BG218419	chr22	29379902	29380106	+	0.000	0.000	16588
BG218430	chr22	29457836	29458092	+	0.000	0.000	16589
BG218431	chr22	29468622	29468857	+	0.000	0.000	16590
BG218432	chr22	29469158	29469363	+	0.000	0.000	16591
BG218433	chr22	29469497	29469696	+	0.000	0.000	16592
BG218448	chr22	29510398	29510655	+	0.000	0.000	16593
BG218480	chr22	29655309	29655508	+	0.000	0.000	16594
BG218497	chr22	29719973	29720172	+	0.000	0.000	16595
BG71100	chr12	839059	839463	+	0.000	0.000	5275
BG71101	chr12	852016	852226	+	0.000	0.000	5276
BG71116	chr12	968613	969030	+	0.000	0.000	5277
BG71117	chr12	969604	970075	+	0.000	0.000	5278
BG71146	chr12	1109007	1109227	+	0.000	0.000	5279
BG36825	chr10	26214527	26214943	+	0.000	0.000	2872
BG36829	chr10	26217280	26217479	+	0.000	0.000	2873
BG71176	chr12	1216894	1217148	+	0.000	0.000	5280
BG71177	chr12	1217165	1218746	+	0.000	0.000	5281
BG36859	chr10	26438902	26439132	+	0.000	0.000	2874
BG317119	chr6	161272143	161272353	+	0.000	0.000	22541
BG71197	chr12	1363237	1363436	+	0.000	0.000	5282
BG36868	chr10	26567086	26567398	+	0.000	0.000	2875
BG317120	chr6	161272358	161272557	+	0.000	0.000	22542
BG317128	chr6	161346060	161347042	+	0.000	0.000	22543
BG317129	chr6	161347231	161347437	+	0.000	0.000	22544
BG317135	chr6	161367905	161368162	+	0.000	0.000	22545
BG36882	chr10	26712326	26712546	+	0.000	0.000	2876
BG36887	chr10	26735079	26735313	+	0.000	0.000	2877
BG317147	chr6	161413937	161414170	+	0.000	0.000	22546
BG317183	chr6	161590909	161591164	+	0.000	0.000	22547
BG317187	chr6	161622384	161622738	+	0.000	0.000	22548
BG218500	chr22	29734283	29734497	+	0.000	0.000	16596
BG218502	chr22	29734771	29735308	+	0.000	0.000	16597
BG218525	chr22	29842743	29843230	+	0.000	0.000	16598
BG218532	chr22	29907407	29908099	+	0.000	0.000	16599
BG218534	chr22	29913787	29913989	+	0.000	0.000	16600
BG218548	chr22	30000616	30000923	+	0.000	0.000	16601
BG218559	chr22	30044427	30045114	+	0.000	0.000	16602
BG218582	chr22	30246414	30246876	+	0.000	0.000	16603
BG218584	chr22	30253565	30253840	+	0.000	0.000	16604
BG71200	chr12	1367321	1367556	+	0.000	0.000	5283
BG71220	chr12	1530211	1530410	+	0.000	0.000	5284
BG71222	chr12	1540787	1541061	+	0.000	0.000	5285
BG71229	chr12	1575909	1576119	+	0.000	0.000	5286
BG71230	chr12	1576138	1576749	+	0.000	0.000	5287
BG36907	chr10	26861432	26861675	+	0.000	0.000	2878
BG36917	chr10	26934320	26934573	+	0.000	0.000	2879
BG36925	chr10	27093357	27093556	+	0.000	0.000	2880
BG71263	chr12	1728919	1729138	+	0.000	0.000	5288
BG71280	chr12	1781560	1781778	+	0.000	0.000	5289
BG71294	chr12	1812496	1812922	+	0.000	0.000	5290
BG71295	chr12	1813038	1813263	+	0.000	0.000	5291
BG317252	chr6	162076869	162077531	+	0.000	0.000	22549
BG317257	chr6	162085365	162086130	+	0.000	0.000	22550
BG317289	chr6	162239397	162239648	+	0.000	0.000	22551
BG218607	chr22	30319107	30319337	+	0.000	0.000	16605
BG218616	chr22	30340572	30340771	+	0.000	0.000	16606
BG218618	chr22	30347836	30348210	+	0.000	0.000	16607
BG218635	chr22	30441050	30441416	+	0.000	0.000	16608
BG218652	chr22	30541418	30541617	+	0.000	0.000	16609
BG218661	chr22	30582393	30583759	+	0.000	0.000	16610
BG218677	chr22	30651051	30651415	+	0.000	0.000	16611
BG71315	chr12	1896533	1898006	+	0.000	0.000	5292
BG71324	chr12	1935358	1935612	+	0.000	0.000	5293
BG71327	chr12	1937533	1937745	+	0.000	0.000	5294
BG71330	chr12	1947234	1947433	+	0.000	0.000	5295
BG71345	chr12	2023326	2023701	+	0.000	0.000	5296
BG71353	chr12	2039189	2039391	+	0.000	0.000	5297
BG71373	chr12	2111951	2112150	+	0.000	0.000	5298
BG317302	chr6	162368520	162368719	+	0.000	0.000	22552
BG317303	chr6	162387833	162388032	+	0.000	0.000	22553
BG71380	chr12	2135698	2135931	+	0.000	0.000	5299
BG317333	chr6	162615221	162615431	+	0.000	0.000	22554
BG317348	chr6	162702405	162702604	+	0.000	0.000	22555
BG317350	chr6	162703122	162703321	+	0.000	0.000	22556
BG317361	chr6	162798808	162799182	+	0.000	0.000	22557
BG317374	chr6	162862688	162862922	+	0.000	0.000	22558
BG317388	chr6	162968509	162968715	+	0.000	0.000	22559
BG317396	chr6	163007758	163007962	+	0.000	0.000	22560
BG218701	chr22	30718999	30719415	+	0.000	0.000	16612
BG253040	chr4	22531255	22531454	+	0.000	0.000	18852
BG253045	chr4	22607405	22607645	+	0.000	0.000	18853
BG218713	chr22	30806454	30806683	+	0.000	0.000	16613
BG253048	chr4	22678677	22678941	+	0.000	0.000	18854
BG218714	chr22	30809211	30809440	+	0.000	0.000	16614
BG218716	chr22	30814033	30814276	+	0.000	0.000	16615
BG218717	chr22	30821002	30821647	+	0.000	0.000	16616
BG253057	chr4	22814891	22815090	+	0.000	0.000	18855
BG218728	chr22	30867678	30867879	+	0.000	0.000	16617
BG253067	chr4	22932433	22932665	+	0.000	0.000	18856
BG253072	chr4	22962761	22962960	+	0.000	0.000	18857
BG253073	chr4	22987014	22987315	+	0.000	0.000	18858
BG218744	chr22	30947868	30948404	+	0.000	0.000	16618
BG218746	chr22	31038727	31038926	+	0.000	0.000	16619
BG218748	chr22	31080801	31081066	+	0.000	0.000	16620
BG253080	chr4	23033858	23034095	+	0.000	0.000	18859
BG253084	chr4	23072559	23072758	+	0.000	0.000	18860
BG253087	chr4	23083339	23084073	+	0.000	0.000	18861
BG218767	chr22	31161156	31161369	+	0.000	0.000	16621
BG71423	chr12	2257744	2258423	+	0.000	0.000	5300
BG71435	chr12	2294831	2295030	+	0.000	0.000	5301
BG71477	chr12	2463253	2463500	+	0.000	0.000	5302
BG71478	chr12	2463503	2463982	+	0.000	0.000	5303
BG317401	chr6	163019529	163019728	+	0.000	0.000	22561
BG71483	chr12	2489323	2489649	+	0.000	0.000	5304
BG71494	chr12	2523723	2524378	+	0.000	0.000	5305
BG317434	chr6	163162654	163162987	+	0.000	0.000	22562
BG317437	chr6	163166944	163167188	+	0.000	0.000	22563
BG317439	chr6	163172388	163172774	+	0.000	0.000	22564
BG317442	chr6	163181635	163182251	+	0.000	0.000	22565
BG317444	chr6	163186169	163186587	+	0.000	0.000	22566
BG317445	chr6	163189700	163189943	+	0.000	0.000	22567
BG317448	chr6	163192226	163192538	+	0.000	0.000	22568
BG317449	chr6	163192598	163192967	+	0.000	0.000	22569
BG317456	chr6	163215863	163216502	+	0.000	0.000	22570
BG317464	chr6	163247203	163247408	+	0.000	0.000	22571
BG317480	chr6	163293186	163293608	+	0.000	0.000	22572
BG317489	chr6	163324407	163324656	+	0.000	0.000	22573
BG317498	chr6	163348812	163349011	+	0.000	0.000	22574
BG218809	chr22	31449531	31449852	+	0.000	0.000	16622
BG218829	chr22	31581829	31582028	+	0.000	0.000	16623
BG253172	chr4	23992697	23993094	+	0.000	0.000	18862
BG253173	chr4	23993116	23993337	+	0.000	0.000	18863
BG218857	chr22	31716405	31716604	+	0.000	0.000	16624
BG218877	chr22	31854660	31854888	+	0.000	0.000	16625
BG218878	chr22	31856993	31858555	+	0.000	0.000	16626
BG218879	chr22	31861577	31861821	+	0.000	0.000	16627
BG218889	chr22	31893553	31893822	+	0.000	0.000	16628
BG218894	chr22	31906413	31906621	+	0.000	0.000	16629
BG71504	chr12	2570211	2570883	+	0.000	0.000	5306
BG71508	chr12	2590257	2590520	+	0.000	0.000	5307
BG71525	chr12	2639854	2640053	+	0.000	0.000	5308
BG71536	chr12	2722797	2723145	+	0.000	0.000	5309
BG71543	chr12	2777358	2777579	+	0.000	0.000	5310
BG71544	chr12	2777593	2778206	+	0.000	0.000	5311
BG71550	chr12	2803600	2805571	+	0.000	0.000	5312
BG71551	chr12	2805609	2806059	+	0.000	0.000	5313
BG71556	chr12	2824649	2825060	+	0.000	0.000	5314
BG71572	chr12	2901356	2901750	+	0.000	0.000	5315
BG317503	chr6	163356061	163356781	+	0.000	0.000	22575
BG317504	chr6	163361145	163361532	+	0.000	0.000	22576
BG317505	chr6	163362059	163363026	+	0.000	0.000	22577
BG71581	chr12	2940128	2940327	+	0.000	0.000	5316
BG71583	chr12	2941084	2941328	+	0.000	0.000	5317
BG71587	chr12	2959174	2960014	+	0.000	0.000	5318
BG71588	chr12	2960016	2960883	+	0.000	0.000	5319
BG317511	chr6	163381229	163381611	+	0.000	0.000	22578
BG317518	chr6	163395237	163395586	+	0.000	0.000	22579
BG317519	chr6	163395591	163395810	+	0.000	0.000	22580
BG317520	chr6	163395831	163396151	+	0.000	0.000	22581
BG317538	chr6	163439039	163439239	+	0.000	0.000	22582
BG317574	chr6	163635759	163635958	+	0.000	0.000	22583
BG317582	chr6	163651677	163651876	+	0.000	0.000	22584
BG253230	chr4	24266629	24266834	+	0.000	0.000	18864
BG218903	chr22	31927667	31927866	+	0.000	0.000	16630
BG253245	chr4	24360555	24361019	+	0.000	0.000	18865
BG218921	chr22	31952518	31952727	+	0.000	0.000	16631
BG218930	chr22	31991187	31991452	+	0.000	0.000	16632
BG218936	chr22	32050718	32050917	+	0.000	0.000	16633
BG218941	chr22	32130602	32130906	+	0.000	0.000	16634
BG218943	chr22	32180134	32180641	+	0.000	0.000	16635
BG218948	chr22	32206988	32207187	+	0.000	0.000	16636
BG218958	chr22	32281011	32281477	+	0.000	0.000	16637
BG218959	chr22	32281635	32281834	+	0.000	0.000	16638
BG253296	chr4	24564784	24564983	+	0.000	0.000	18866
BG218963	chr22	32336369	32336757	+	0.000	0.000	16639
BG218965	chr22	32377012	32377264	+	0.000	0.000	16640
BG218968	chr22	32389793	32390019	+	0.000	0.000	16641
BG218978	chr22	32482889	32483088	+	0.000	0.000	16642
BG218981	chr22	32501513	32501714	+	0.000	0.000	16643
BG218984	chr22	32511348	32511590	+	0.000	0.000	16644
BG218994	chr22	32533512	32534370	+	0.000	0.000	16645
BG71603	chr12	3041592	3042053	+	0.000	0.000	5320
BG71608	chr12	3076432	3076631	+	0.000	0.000	5321
BG71627	chr12	3116610	3116809	+	0.000	0.000	5322
BG71633	chr12	3125673	3126506	+	0.000	0.000	5323
BG71640	chr12	3170581	3170780	+	0.000	0.000	5324
BG71646	chr12	3201209	3201408	+	0.000	0.000	5325
BG71661	chr12	3231817	3232016	+	0.000	0.000	5326
BG71663	chr12	3236544	3237174	+	0.000	0.000	5327
BG71668	chr12	3266017	3266231	+	0.000	0.000	5328
BG71675	chr12	3271209	3271408	+	0.000	0.000	5329
BG317606	chr6	163793675	163793959	+	0.000	0.000	22585
BG317628	chr6	163943328	163943539	+	0.000	0.000	22586
BG317638	chr6	163966141	163966390	+	0.000	0.000	22587
BG317647	chr6	164013653	164013864	+	0.000	0.000	22588
BG317648	chr6	164013879	164014097	+	0.000	0.000	22589
BG317672	chr6	164141972	164142218	+	0.000	0.000	22590
BG317675	chr6	164149916	164150115	+	0.000	0.000	22591
BG317697	chr6	164262225	164262440	+	0.000	0.000	22592
BG253307	chr4	24623127	24623326	+	0.000	0.000	18867
BG253309	chr4	24643058	24643264	+	0.000	0.000	18868
BG253311	chr4	24650950	24651620	+	0.000	0.000	18869
BG253317	chr4	24672037	24672236	+	0.000	0.000	18870
BG253331	chr4	24792750	24792949	+	0.000	0.000	18871
BG253343	chr4	24836908	24837376	+	0.000	0.000	18872
BG253354	chr4	24894547	24894948	+	0.000	0.000	18873
BG253359	chr4	24897952	24898157	+	0.000	0.000	18874
BG253367	chr4	24917767	24917997	+	0.000	0.000	18875
BG71703	chr12	3335798	3335997	+	0.000	0.000	5330
BG71718	chr12	3380516	3380915	+	0.000	0.000	5331
BG71726	chr12	3453935	3454542	+	0.000	0.000	5332
BG71727	chr12	3454546	3454983	+	0.000	0.000	5333
BG71742	chr12	3512210	3512409	+	0.000	0.000	5334
BG71743	chr12	3530657	3530856	+	0.000	0.000	5335
BG352010	chr8	85465212	85465426	+	0.000	0.000	24753
BG71769	chr12	3600762	3600998	+	0.000	0.000	5336
BG352020	chr8	85505971	85506205	+	0.000	0.000	24754
BG71787	chr12	3662666	3662910	+	0.000	0.000	5337
BG352043	chr8	85592867	85593066	+	0.000	0.000	24755
BG317714	chr6	164397647	164397846	+	0.000	0.000	22593
